"First, you need to define the &6form&r: how the spell finds its &6target&r. For example, touch, projectile, or touch.","首先你需要定义&6形态&r，即法术如何寻找目标。如接触、弹射物、或者自身。"
"Hammer Time!","锤子时间！"
"Transfer Augments","传输扩展"
"You can sift to get some demon dream seeds. Plant them and they'll grow into demon dream fruits. You can eat them to gain a sight beyond sight, useful for dabbling in the occult. You can also light them on fire to produce an unending ghostly flame that converts items thrown into it with the power of the occult.","你可以通过筛取获得一些魔鬼之梦种子。把它们种下，会结出魔鬼之梦果，吃掉就可以获得第三只眼。在神秘学初期很有用。你也可以点燃它们产生不灭的灵火，用神秘学的力量转化将扔进它的物品。"
"Make a Pestle and Mortar","制作一个带杵的臼"
"Teleportation 101","传送101"
"This is my Hammer-making Hammer!","用锤子制作锤子！"
"Venture into the depths of the Nether and test your skills in negotiation with the enigmatic &6Piglin&r tribes to acquire a rare and coveted &bAmethyst Shard&r.","冒险进入下界深处，对神秘的&6猪灵&r部落展示你的谈判技能，以获得一个垂涎许久的稀有&b紫水晶碎片&r。"
"There doesn't seem to be any animals nearby, nor anywhere for them to spawn. You should probably &6give them somewhere to&r.","附近似乎看不到任何动物，也没有地方可让它们生成。你应该&6给它们一些空间&r。"
"After this, you're free to &6play how you choose&r! Everything is open to you now.","之后，您可以&6自由发挥&r！现在一切都向你敞开"
"The &bFluid Mixer&r mixes two fluids, as the name would imply. It can make either an item or another fluid.","&b流体混合器&r，顾名思义它可以将两种流体混合在一起。它既可以制造物品，也可以制造另一种流体"
"&bCompacting Drawers&r allow you to input and output the &6Nugget, Ingot, and Block forms&r of whatever's inside.","&b压缩抽屉&r可以让你输入输出内容物对应的&6粒、锭或块形式&r"
"Make a Drying Rack","做个烘干架"
"And Beyond","并且超越"
"Make a Machine Augment","制作机器增强"
"Observe a Centipede","观察一只蜈蚣"
"The &bInvar Ingot&r is made in the kiln. It's an alloy of nickel and iron. ","&b殷钢锭&r由窑炉制作。它是镍和铁的合金。"
"Place the Fluid Extractor so it is aimed at a Log, and it will &6slowly generate liquid Latex&r. This will eventually destroy the Log, so it's best to automate placing more.","树液提取器对准原木放置，它会&6缓慢产生液体胶乳&r。原木最后会被摧毁，所以最好做自动放置原木的装置"
"I - Getting Started","I - 入门"
"Mesh Progression","筛网进度"
"Sifting Dirt may yield &bMycelium Spores&r which, when used on Dirt, convert it into Mycelium.","筛泥土可以产生&b菌丝孢子&r，在泥土上使用时，它们会转化为菌丝。"
"Make an Enchanting Apparatus","制作一个附魔装置"
"&bWheat&r is one of the most versatile crops. From Bread to Cakes, it's a staple.","&b小麦&r是最有用的作物之一。从面包到蛋糕，它都是主要口粮。"
"&bEnergy Cards&r allow Laser Nodes to &6move energy&r.","&b能量卡&r允许激光节点&6运输能量&r。"
"The &b Field Projector&r creates a scanning field. When 4 are placed an item in the middle can be scanned and shrunk. ","&b微缩力场投影仪&r将创建一个扫描区域。放置好并向中间投入物品以启动扫描和缩放。"
"The &bNether Eye of Legend&r works the same, but points you in the direction of the nearest &6Nether Sky Village&r.","&b下界传奇之眼&r与&b传奇之眼&r工作原理相同，但会指向最近的&6下界天空村庄&r"
"FTB Events","FTB 事件"
"Make a Simple Machine Frame","制作中级机器框架"
"Chicken Nuggies","上校鸡块"
"&bSugar Cane&r is used in several important early recipes. If your island doesn't spawn with any, you can &6Sift&r some!","&b甘蔗&r用于几个重要的早期配方。如果你的岛屿没有生成，你可以&6筛&r一些！"
"Hades hallucinations","哈迪斯幻觉"
"That thing is basically a quest book all onto its own, it really doesn't need any more guidance out here.","那东西本身就是一本任务书，实在不需要更多的指导"
"Put in some &6Soul Catalysts&r, and it will start dealing damage to the surrounding mobs.","放入一些&6灵魂催化剂&r，它就会开始对周围的生物造成伤害"
"Rising to the occasion","迎难而上"
"They took our job!","他们抢走了我们的工作！"
"&bSpell Turrets&r are &6automatic spell casters&r, enabling many a magical contraption.","&b法术炮塔&r是法术自动释放器。让许多魔力装置成为可能。"
"Altars","书坛"
"Hydroponic","水培"
"Swift as a coursing river...","如滔滔江水般…"
"The &bReforging Table&r can allows you to imbue any weapon or armor with the apotheotic forged powers. This will allow you to create or recreate affix properties on any valid item. The type of affix that is applied will depend on the rarity of the materials you use to forge the item. ","&b重铸台&r可以让你用神话的锻造能量灌注任何武器或盔甲。这将允许你在任何有效的物品上创建或重新创建词缀属性。词缀类型取决于你用来制作物品的材料的稀有度。"
"Any Starbuncle Accessory","任意星宝石兽装扮"
"An Iron Dish","铁板"
"Crops","农作物"
"Optionally, you can set it to not generate Essence, and instead &6apply Looting&r.","你可以选择将其设置为不产生精华，而是&6施加抢夺&r效果"
"&6Data Models&r that are bound to Overworld Monsters (Check JEI) will result into &bOverworld Predictions&r","&6数据模型&r与主世界怪物绑定后（检查JEI）会生成&b主世界预测产物&r"
"&bSteel Casings&r are the basis of most of the mod's machines.","&b钢质机壳&r是本模组大多数机器的基础。"
"Meaty Machine Frame","制作高级机器框架"
"Witchy Trees","巫树"
"While &bQuicksilver&r is an excellent Fuelsource for Blaze Burners, its main usage is to create &bRaw Silver&r with &6Mana Powder&r.","虽然&b水银&r是烈焰人燃烧室的卓越燃料来源，但它的主要用途是与&6魔力尘&r制作&粗银。"
"A &bBeehive&r can be crafted with Sugar and Planks, in order to give your Bees a place to live.","&b蜂箱&r可以用糖和木板制作，为您的蜜蜂提供一个居住的地方"
"Find a Crimson Sky Village","找到一个绯红木天空村庄"
"Once the rice is fully grown, right-click it with a &6Knife&r to harvest!","当稻米完全成熟以后，用&6刀&r右键点击以收获。"
"The Wilden Chimera must be summoned with a ritual that is outlined in the Worn Notebook contained within your Akashic Tome. Summona and defeat it to unlock the Ultimate Spellbook tier.","荒野奇美拉必须以一个仪式召唤，该仪式在你的阿卡什宝典中的破旧的笔记本中列出。召唤并击败它以解锁终极法术书。"
"Not-so-inert Crystals","不是很惰性的水晶"
"Auto-hammers","自动锤"
"'Swapped' Upgrade Tool Varient","'替换'升级工具变体"
"The &bChute&r works much like a Hopper, but will drop item entities instead.","&b溜槽&r的工作原理与漏斗很相似，但会漏出物品实体"
"Using the Source Condenser is exactly for that. It will even output into Tanks below.","魔源凝聚器就是为此而生的，它甚至可以直接输出到下方的储罐中。"
"Going deeper...","我们需要更深入些……"
"Beds","床"
"Bee vomit, it's what's for dinner.","蜜蜂的呕吐物，这就是晚餐。"
"Mana is made using special &bMana-generating Flowers&r. The first and easiest is the &6Kekimaru&r, the cake eating flower.","使用特殊的&b产能花&r生产魔力。第一个也是最简单的是&6贪食花&r——吃蛋糕的花"
"Growing on you","在你心中生长"
"&bSpeed&r decreases the time between transfers.","&b速度升级&r减少传输间隔时间"
"Dragon Glass","龙的玻璃"
"[\""\"",\""Frogs and Squids             \"",{\""text\"":\""[ Toggle ]\"",\""bold\"":true,\""color\"":\""gold\"",\""clickEvent\"":{\""action\"":\""run_command\"",\""value\"":\""/events toggle ftbskies:frogs\""},\""hoverEvent\"":{\""action\"":\""show_text\"",\""contents\"":[\""Toggles the Frog Event. Has a chance to spawn a Frog near a body of water.\""]}}]","[\""\"",\""青蛙和鱿鱼　　　　　　　　　　　　　\"",{\""text\"":\""[ 开关 ]\"",\""bold\"":true,\""color\"":\""gold\"",\""clickEvent\"":{\""action\"":\""run_command\"",\""value\"":\""/events toggle ftbskies:frogs\""},\""hoverEvent\"":{\""action\"":\""show_text\"",\""contents\"":[\""开关青蛙事件。有几率在水边生成青蛙。\""]}}]"
"Find a Warped Sky Village","找到一个诡异木天空村庄"
"Various Mods, like &eCyclic and Thermal Expansion&r offer their own set of &bArmor&r","各种模组，比如&e循环和热力膨胀&r都会提供自己的&b盔甲&r"
"Basic furnace will allow you to use burnable fuel to make lots of ingredients. One of the first things you may wish to get into is making charcoal for more fuel. Charcoal is made a bit differently here though. Combine 9 logs in a shapecraft to make a logpile and that will smelt to a block of charcoal.","基础的熔炉可以使用燃料制作一大堆东西。你首先想到的可能是制造木炭来倍增燃料。木炭在此的合成稍有改动，你需要将9个原木合成为原木堆，然后才可在熔炉里煅烧成木炭块。"
"A somewhat cheap sword that uses RF instead of durability!","一把有点便宜的剑，使用RF代替耐久！"
"Tier 3","3级"
"This will make it more durable and give better defense.","这使其更加耐用，提供更好的防御。"
"&bCharms&r from &eApotheosis&r, when activated, &6provide a long-lasting potion effect&r.","&b护符&r来自&e神化&r模组，激活时&6提供长效药水效果&r。"
"Real DEADication","真正的死亡"
"Backpack Tiers","背包等级"
"&bAir Pressure&r is what powers most Pneumaticcraft machines. It is &6measured in bars&r. The more bars, the higher the pressure. ","&b压缩空气&r为大多数气动工艺机器提供动力。&6压力计量单位为：bar&r。bar越高，压力越高"
"The &6Rain Shield&r provided by the quest reward will &6completely disable rain&r around it, for those who hate a nice rainy afternoon.","任务奖励提供的&6雨盾&r将会&6完全禁用周围的雨&r，专为讨厌雨天午后的人服务。"
"Starting Your Island","创建你的岛屿"
"How you filter can really make a difference.","用哪种滤镜更美颜呢？"
"Not this again...","别又这样了…"
"Casting a reel into water over and over may be relaxing to some, but pure torture to others.","把鱼勾扔进水里，可能会让某些人放松，但对于其他人就是纯纯的折磨。"
"Swish and flick","一挥一抖"
"Clairvoyant Storage","先知存储"
"Pushing Pressure","压力传输"
"To craft this you'll need to miniaturize a small contruct, the blue print can be found in your schematic table","要制作这种装置，您需要将一个小结构微缩化，蓝图可在蓝图工作台中找到"
